directedBy,Max_Rating,Min_Rating,Avg_Rating,,
Scott Scornavacco,1.79167,1.79167,1.79167,,
Scott Silver,3.28994,2.15392,2.72193,,
Scott Spiegel,2.81579,2.12222,2.536885,,
Scott Stewart,3.28119,2.62634,2.953765,,
Scott Thomas,2.06452,2.06452,2.06452,,
Scott Thurman,3.33333,3.33333,3.33333,,
Scott Uhlfelder,4.5,4.5,4.5,,
Scott Walker,3.09589,3.09589,3.09589,,
Scott Zakarin,0,0,0,,
Scott Ziehl,2.81395,0.875,2.084204286,,
Scotty Baker,2.40909,2.40909,2.40909,,
Scotty Curlee,5,5,5,,
Seamus Murphy,2.5,2.5,2.5,,
Sean Ackerman,3.25,3.25,3.25,,
Sean Baker,3.9,3.60825,3.7631875,,
Sean Barton,0,0,0,,
Sean Breathnach,2.75,2.75,2.75,,
Sean Conant,0,0,0,,
Sean Dash,0.5,0.5,0.5,,
Sean Dillon,2.3,2.3,2.3,,
Sean Dunne,3.75,0,1.715773333,,
Sean Durkin,3.55263,3.51515,3.53389,,
Sean Ellis,3.7381,1.5,3.10764,,
Sean Evans,3.85,3.38889,3.619445,,
Sean Faughnan,3,3,3,,
Sean Fine and  Andrea Nix,3.75,3.61538,3.68269,,
Sean Garland,3,3,3,,
Sean Garrity,3.4697,2.5,2.975758,,
Sean Geraughty,3,3,3,,
Sean Gullette,3.625,3.625,3.625,,
Sean Hanish,3,0,2,,
Sean Hartofilis,4.25,4.25,4.25,,
Sean Kirkpatrick,0,0,0,,
Sean MacGregor,3,3,3,,
Sean Mannion,0,0,0,,
Sean Mathias,3.56293,3.56293,3.56293,,
Sean McAboy,0.5,0.5,0.5,,
Sean McConville,2.17308,2.17308,2.17308,,
Sean McEwen,2,2,2,,
Sean Olson,2.9375,0,1.359375,,
Sean Pamphilon,3.54545,3.54545,3.54545,,
Sean Patrick Shaul,0,0,0,,
Sean Penn,3.87035,2.42857,3.248736,,
Sean Pierce,0,0,0,,
Sean S. Cunningham and  Joe Dante and  John Gaeta and  Monte Hellman and  Ken Russell,2.88462,2.88462,2.88462,,
Sean Stone,1.35714,1.35714,1.35714,,
Sean Tiedeman,3.375,3.375,3.375,,
Sean Whitley,2.5,2.5,2.5,,
Seanie Sugrue,0,0,0,,
Sebastian Bauer,0,0,0,,
Sebastian Dehnhardt,3.875,0,2.458333333,,
Sebastian Doggart,0,0,0,,
Sebastian Grobler,3.22727,3.22727,3.22727,,
Sebastian Hilger,3.57143,3.57143,3.57143,,
Sebastian Junger,3.65476,3,3.29494,,
Sebastian Niemann,3.75,0,2.3991475,,
Sebastian Schipper,3.86667,3,3.447832,,
Sebastian Stein,1.5,1.5,1.5,,
Sebastian del Amo,3.27778,3.27778,3.27778,,
Sebastiano Mauri,5,5,5,,
Sebastián Alfie,0,0,0,,
Sebastián Barriuso,2.5,2.5,2.5,,
Sebastián Brahm,3.5,0.5,2,,
Sebastián Cordero,3.39708,3,3.26074,,
Sebastián Moreno,3.5,3.5,3.5,,
Sebastián Radic,0,0,0,,
Sebastián Schindel,3,1.75,2.483333333,,
Sebelin Laurent and  Massine Pierre,2.375,2.375,2.375,,
See-Yuen Ng,3,3,3,,
Segundo de Chomón,5,1,3.172648667,,
Seiichirô Uchikawa,0,0,0,,
Seiji Chiba,2.41071,2.41071,2.41071,,
Seiji Mizushima,3.59136,3.21951,3.453623333,,
Seiji Tanaka,4.5,4.5,4.5,,
Sekhar Kammula,3.75,3,3.305556667,,
Selma Vilhunen,4,3.05,3.40625,,
Selton Mello,3.79167,3.52174,3.656705,,
Selçuk Aydemir,3.14286,2,2.760715,,
Semion Lipovich Raytburt,3.3,3.3,3.3,,
Semyon Aranovich,2.625,2.625,2.625,,
Semyon Tumanov,2.83333,2.83333,2.83333,,
Sennan,1,1,1,,
Seok-beom Kang,3.25,3.25,3.25,,
Seong-soo Kim,3.5,3.17308,3.33654,,
Serdar Akar,4,2.25,3.292315,,
Seren Yüce,3.19231,3.19231,3.19231,,
Serena Dykman,4,0,2,,
Serene Meshel-Dillman,0,0,0,,
Serge Avédikian,2,2,2,,
Serge Bard,3.75,3.75,3.75,,
Serge Bozon,4.5,2.33333,3.36111,,
Serge Bromberg,3.73684,3.16667,3.451755,,
Serge Bromberg and  Ruxandra Medrea,3.58108,3.58108,3.58108,,
Serge Gisquière,3,3,3,,
Serge Hazanavicius,0,0,0,,
Serge Le Péron,3,3,3,,
Serge Levin,1.5,1,1.25,,
Serge Ou,3.1,3.1,3.1,,
Serge Rodnunsky,5,0,1.53125,,
Sergei Bodrov,3,3,3,,
Sergei Dvortsevoy,3.35,3.26415,3.307075,,
Sergei Goncharoff,2.5,2.5,2.5,,
Sergei M. Eisenstein and  Dmitri Vasilyev,3.675,3.675,3.675,,
Sergei M. Eisenstein and  Grigori Aleksandrov,3.84599,3.56701,3.7065,,
Sergei Makhovikov,3,3,3,,
Sergei Mokritsky,3.46154,3.41667,3.439105,,
Sergei Nolbandov,0,0,0,,
Sergei Popov,3.1,3.1,3.1,,
Sergei Seryogin,3,3,3,,
Sergei Tarasov,3.625,3.625,3.625,,
Sergei Yutkevich,2.7,1,1.85,,
Sergey Bodrov Jr.,3.26744,3.26744,3.26744,,
Sergey Livnev,3.25,3.25,3.25,,
Sergey Loznitsa,4.5,0,3.340384615,,
Sergey Pikalov,2.5,2.5,2.5,,
Sergey Puskepalis,4,4,4,,
Sergey Snezhkin,3.11111,3.11111,3.11111,,
Sergey Vasiliev,0,0,0,,
Sergi Portabella,3.5,3.5,3.5,,
Sergi Vizcaino,3.33333,3.33333,3.33333,,
Sergio Ammirata,4,4,4,,
Sergio Arau,2.44231,2.44231,2.44231,,
Sergio Barrejón,3.1,3.1,3.1,,
Sergio Citti,2.75,0,1.226191429,,
Sergio Corbucci,4.03125,0,2.667137879,,
Sergio G. Sánchez,3.26838,3.26838,3.26838,,
Sergio Garrone,3.5,0,2.273809231,,
Sergio Gobbi,2.5,0,1,,
Sergio Grieco,3.5,0,1.0260415,,
Sergio Nasca,3.25,0,1.625,,
Sergio Navarretta,0,0,0,,
Sergio Oksman,1.33333,1.33333,1.33333,,
Sergio Pablos,3.85808,3.85808,3.85808,,
Sergio Rezende,2.80769,2.80769,2.80769,,
Sergio Sánchez Suárez,3.25,0,1.083333333,,
Sergio Tofano,0,0,0,,
Sergio Véjar,4.5,4.5,4.5,,
Sergiu Nicolaescu,5,0,3.611855,,
Serhat Caradee,0,0,0,,
Serif Gören and  Yilmaz Güney,3.71429,3.71429,3.71429,,
Sermiyan Midyat,3.66667,2.83333,3.25,,
Servando González,4.25,0,2.03,,
Seth A. Smith,2.85714,2.85714,2.85714,,
Seth Bolyard,0,0,0,,
Seth Fisher,3.75,3.75,3.75,,
Seth Fuller,2.95,2.95,2.95,,
Seth Green,3.44071,2.83333,3.20141,,
Seth Grossman,3.75,0,2.3366875,,
Seth Henrikson,2.32609,2.32609,2.32609,,
Seth Holt,3.75,2.875,3.245,,
Seth Holt and  Michael Carreras,2.95455,2.95455,2.95455,,
Seth Kramer and  Daniel A. Miller and  Jeremy Newberger,3.55769,3.55769,3.55769,,
Seth Larney,2.72414,2.72414,2.72414,,
Seth MacFarlane,3.13185,3.0031,3.047056667,,
Seth Michael Donsky,2.75,2.75,2.75,,
Seth Pinkser,1.5,1.5,1.5,,
Seth Savoy,2.5,2.5,2.5,,
Seth Smith,3,3,3,,
Seth Swirsky,4.5,4.5,4.5,,
Seth Winston,3.5,3.5,3.5,,
Severin Eskeland,1.7,1.7,1.7,,
Sevé Schelenz,3.5,1.95833,2.729165,,
Seyfi Teoman,2.44444,2.44444,2.44444,,
Seyid Çolak,0,0,0,,
Seymour Friedman,3.5,0,1.3,,
Seymour Kneitel,3.125,2.75,2.99375,,
Seyyed Jamal Seyyed Hatami,3.25,3.25,3.25,,
Seyyed Reza Mir-Karimi,3.5,3.5,3.5,,
Shaad Ali,3.75,3.15686,3.4078725,,
Shafi,3.5,2,2.8125,,
Shafi Inamdar,0,0,0,,
Shahad Ameen,0,0,0,,
Shahar Rozen,0,0,0,,
Shahrbanoo Sadat,3.75,3.75,3.75,,
Shahriar Bahrani,3.05556,3.05556,3.05556,,
Shaji Kailas,2.5,0.5,1.5,,
Shaji N. Karun,3.16667,3.16667,3.16667,,
Shaka King,4.25,3.375,3.8125,,
Shakti Soundar Rajan,3,3,3,,
Shaky González,0,0,0,,
Shan Hua,2.7381,2.7381,2.7381,,
Shana Betz,3.1875,1,2.09375,,
Shane Abbess,2.8913,2.78462,2.827506667,,
Shane Barbanel,2.54545,2.54545,2.54545,,
Shane Belcourt,3,3,3,,
Shane Black,3.84338,2.60535,3.42692,,
Shane Carruth,3.81499,3.59896,3.706975,,
Shane Dawson,2.92857,2.92857,2.92857,,
Shane Dax Taylor,3.875,3,3.4375,,
Shane Hawks,4.5,0,2.25,,
Shane Nickerson,0,0,0,,
Shane O'Sullivan,3.5,2.9,3.133333333,,
Shane T. Hall,0,0,0,,
Shane Van Dyke,1.88462,0,0.989316667,,
Shankey Srinivasan,0,0,0,,
Shannon Hartman and  Michelle Caputo,3.33125,3.33125,3.33125,,
Shanti Masud,0,0,0,,
Shaquita Smith,0.5,0.5,0.5,,
Sharan Koppisetty,0,0,0,,
Shari Berman,0,0,0,,
Shari L. Carpenter,0,0,0,,
Shari Springer Berman and  Robert Pulcini,3.77855,2.82222,3.130925714,,
Sharon Bar-Ziv,4,4,4,,
Sharon Bridgeman,3.02128,3.02128,3.02128,,
Sharon Wilharm,3.16667,3.16667,3.16667,,
Sharron Miller,2,2,2,,
Shashanka Ghosh,3.3,3.3,3.3,,
Shashi Kapoor,1.5,1.5,1.5,,
Shashilal K. Nair,2.30769,1.9,2.103845,,
Shaul Schwarz,3.66667,3.55263,3.60965,,
Shaun Colón,3.07143,3.07143,3.07143,,
Shaun Monson,3.875,3.73696,3.80598,,
Shaun Paul Piccinino,3.3,2,2.76,,
Shaun Robert Smith,3,3,3,,
Shawn Amos,3.75,3.75,3.75,,
Shawn Christensen,3.87755,3.21311,3.60332,,
Shawn Crahan,2.61111,2.61111,2.61111,,
Shawn Garrity,0,0,0,,
Shawn Ku,3.17073,2.21154,2.6455675,,
Shawn Piller,3.27907,3.27907,3.27907,,
Shawn Seet,3.8125,0,1.90625,,
Shawn Snyder,2.75,2.75,2.75,,
Shawney Cohen,4,4,4,,
Shay Casserley,1.5,1.5,1.5,,
Sheershak Anand,0,0,0,,
Sheila Canavan,3.5,3.5,3.5,,
Shekhar Kapur,4,3.11143,3.600166667,,
Shelagh McLeod,3.75,3.75,3.75,,
Shelagh O'Brien,0,0,0,,
Shelby Bartelstein,4,4,4,,
Sheldon Larry,5,0,2.273147778,,
Sheldon Lettich,3.08824,1.99074,2.514888333,,
Sheldon Maddux,0,0,0,,
Sheldon Wilson,2.72222,0.5,2.04469875,,
Shelley Berman,0.5,0.5,0.5,,
Shelly Chopra Dhar,2.8,2.8,2.8,,
Shelly Cole,3.5,3.5,3.5,,
Shem Bitterman,3.16667,3.16667,3.16667,,
Shen Chiang,0,0,0,,
Shen Da-Wei,2.5,2.5,2.5,,
Shen Xiling,3.5,3.5,3.5,,
Shengze Zhu,4.25,4.25,4.25,,
Sheree Folkson,3.92593,1.66667,3.134473333,,
Sheree Le Mon,2.375,2.375,2.375,,
Sherif Arafa,2.75,1.5,2.083333333,,
Sherman A. Rose,3,3,3,,
Sherrie Rose,0,0,0,,
Sherry Horman,3.59184,3.41463,3.503235,,
Sherwin Shilati,3,3,3,,
Shigeaki Kubo,0,0,0,,
Shigehiro Ozawa,3.5,2.98305,3.1457625,,
Shigeru Tamura,5,5,5,,
Shigetsugu Yoshida,0,0,0,,
Shigeyuki Yamane,0,0,0,,
Shilpi Dasgupta,0.5,0.5,0.5,,
Shimit Amin,3.80653,3.26471,3.562636667,,
Shimmy Marcus,3,0.5,1.75,,
Shin Sonoda,0,0,0,,
Shin Su-won,3.4,0,1.7,,
Shin Togashi,0,0,0,,
Shin Yeon-shick,3.125,3.125,3.125,,
Shin'ichi Tsuji,4.5,4.5,4.5,,
Shin'ichirou Ushijima,4.02222,4.02222,4.02222,,
Shingo Suzuki,3.16667,3.16667,3.16667,,
Shinichi Fukazawa,0,0,0,,
Shinichi Takiguchi,3.46,3.46,3.46,,
Shinichirô Watanabe,3.90181,3.90181,3.90181,,
Shinji Higuchi,4.25,2,3.24475,,
Shinji Sômai,4,0,2.858572,,
Shinji Takamatsu,3.5625,3.5625,3.5625,,
Shinji Ushiro,0,0,0,,
Shinsuke Ogawa,4,4,4,,
Shinsuke Sato,3.2,2.5,2.882397273,,
Shintarô Katsu,3.38462,2.72727,3.055945,,
Shinya Kawamo,3,3,3,,
Shiori Kazama,0,0,0,,
Shira Gefen and  Etgar Keret,3.23387,3.23387,3.23387,,
Shira Geffen,3,3,3,,
Shira Lane,3.75,3.75,3.75,,
Shira Piven,3.19037,0,1.595185,,
Shira Potash and  Yoav Potash,1.75,1.75,1.75,,
Shirley Barrett,3.3242,3.3242,3.3242,,
Shirley Sun,3.27778,3.27778,3.27778,,
Shiva Nirvana,2,2,2,,
Shivajee Chandrabhushan,3,3,3,,
Shivendra Singh Dungarpur,3.33333,0,1.666665,,
Sho Tsukikawa,3.88889,3.88889,3.88889,,
Shouko Nakamura,3.83333,3.83333,3.83333,,
Shozin Fukui,3.375,3.17857,3.276785,,
Shrihari Sathe,3.5,3.5,3.5,,
Shuchen Wang,4.5,4.5,4.5,,
Shuhei Morita,3.5,3.25,3.416666667,,
Shui Hong,0,0,0,,
Shuji Goto,3.25,3.25,3.25,,
Shukhrat Abbasov,3.5,3.5,3.5,,
Shuki Levy,1.4338,0,0.477933333,,
Shum Wai,2.5,2.5,2.5,,
Shun Nakahara,4,0,2.5,,
Shun Oguri,0,0,0,,
Shunsuke Kikuchi,3.3141,3.12857,3.221335,,
Shunsuke Tada,2,2,2,,
Shunya Ito,3.55882,3.33784,3.4201,,
Shyam Benegal,3.5625,0,2.275595714,,
Shyam Ramsay and  Tulsi Ramsay,1.5,1.5,1.5,,
Shyju Khalid,3,3,3,,
Shô Igarashi,0,0,0,,
Shôgorô Nishimura,3,0,1.5,,
Shôhei Imamura,3.9,2.65,3.482780667,,
Shôichirô Masumoto,3.5,3.5,3.5,,
Shôji Kawamori and  Shinichirô Watanabe,3.70536,3.70536,3.70536,,
Shôsuke Murakami,2.5,2.5,2.5,,
Shûji Kataoka,3.5,3.5,3.5,,
Shûji Terayama,3.83333,3.55769,3.69551,,
Shûsuke Kaneko,3.25,2.94681,3.098405,,
Shōhei Imamura,3.66667,2.5,3.2641375,,
Shūji Terayama,4.5,2.8125,3.448105455,,
Si-myung Lee,3.02727,3.02727,3.02727,,
Sibi Malayil,4,2.33333,3.027776667,,
Sibs Shongwe-La Mer,4,4,4,,
Sibusiso Khuzwayo,3.33333,3.33333,3.33333,,
Sid Bennett,3.5,2.77778,3.13889,,
Sid Marcus,2.5,2.5,2.5,,
Siddharth Anand,3.26667,2.85,3.119936,,
Siddharth Malhotra,3.81579,3.16667,3.49123,,
Siddharth Vasani,0,0,0,,
Siddique,3.25,1.66667,2.613334,,
Sidharth Srinivasan,3.75,3.75,3.75,,
Sidhartha Siva,3,2.83333,2.916665,,
Sidney Bernstein,3.83333,3.83333,3.83333,,
Sidney Drew,2,2,2,,
Sidney Franklin and  Victor Fleming and  Gustav Machatý,3.71356,3.71356,3.71356,,
Sidney Hayers,4,0,1.479843684,,
Sidney J. Furie,3.81156,0,2.269455429,,
Sidney Lanfield,3.66667,0,1.607188095,,
Sidney Lumet,4.25591,2,3.200796304,,
Sidney Miller,3.25,3,3.125,,
Sidney Poitier,3.34565,2.2301,2.935918571,,
Sidney Sheldon,3.75,2.77778,3.26389,,
Sidney W. Pink,2.35714,2,2.17857,,
Siegfried Hartmann,4.5,2.5,3.5,,
Sig Shore,0,0,0,,
Signe Baumane,3.57692,3.57692,3.57692,,
Sigrid Andrea Bernardo,3.5,3.5,3.5,,
Sigurður Anton Friðþjófsson,0,0,0,,
Silvana Zancolo,0,0,0,,
Silvano Agosti,3.16667,3.16667,3.16667,,
Silvio Caiozzi,3.5,3.5,3.5,,
Silvio Narizzano,4.25,0,2.665937778,,
Silvio Soldini,4,3.25,3.56289,,
Silvio Tendler,4.5,2.5,3.625,,
Silviu Purcarete,3.5,3.5,3.5,,
Simcha Jacobovici,4,4,4,,
Simo Halinen,3.41667,2.76667,3.172223333,,
Simon Aboud,3.65812,2.88889,3.273505,,
Simon Aeby,0,0,0,,
Simon Amstell,3.7,3.5,3.6,,
Simon Ardizzone,3.70833,3.5,3.604165,,
Simon Arthur,3.7,3.7,3.7,,
Simon Barrett and  Jason Eisener and  Gareth Evans and  Gregg Hale and  Eduardo Sánchez and  Adam Wingard and ,3.13075,3.13075,3.13075,,
Simon Boyes and  Adam Mason,2.21429,2.21429,2.21429,,
Simon Brand,3.61538,2,2.970243333,,
Simon Callow,2.80769,0,1.403845,,
Simon Cartwright,3.28571,3.28571,3.28571,,
Simon Cox,1.7,1.7,1.7,,
Simon Curtis and  Steve Hudson,3.93,3.93,3.93,,
Simon De Selva,1.9,1.9,1.9,,
Simon Ellis,1.14286,1.14286,1.14286,,
Simon Ennis,3.5,3.5,3.5,,
Simon George,4,4,4,,
Simon Hawkins,3.01852,3.01852,3.01852,,
Simon Hynd,3.8,3.8,3.8,,
Simon Kaijser,3.5,2.9386,3.2193,,
Simon Kinberg,2.70672,2.70672,2.70672,,
Simon Klose,3.65756,3.65756,3.65756,,
Simon Lavoie,3.5,3.5,3.5,,
Simon Nuchtern,2.25,1.75,2,,
Simon Pearce,3.28571,2,2.642855,,
Simon Phillips,2.3125,2.3125,2.3125,,
Simon Pummell,2.8125,2.46154,2.67468,,
Simon Sandquist,3.5,3.5,3.5,,
Simon Stadler,4.2,4.2,4.2,,
Simon Staho,3.2,2.4,2.71111,,
Simon Stone,3.6,0,2.36092,,
Simon Target,0,0,0,,
Simon Wells,3.34382,1.5,2.565525,,
Simon Winchcombe,1.33333,1.33333,1.33333,,
Simona Izzo,1.5,1.5,1.5,,
Simone Bartesaghi,2.72222,1.91667,2.319445,,
Simone Catania,4.5,4.5,4.5,,
Simone Scafidi,0,0,0,,
Simone Spada,2.75,2.75,2.75,,
Simone Wendel,5,5,5,,
Simone van Dusseldorp,0.5,0.5,0.5,,
Sini Anderson,3.53509,3.53509,3.53509,,
Siniša Gačić,3.5,3.5,3.5,,
Sion Sono,3.87209,0,2.784358235,,
Siram Raghavan,2.35,2.35,2.35,,
Sitisiri Mongkolsiri,3.875,3.875,3.875,,
Siu Wing,3,3,3,,
Siu-Tung Ching and  Stanley Tong,3.25,3.25,3.25,,
Siu-hung Chung,3.5,0,1.833333333,,
Sizil Srivastava,3.75,3.75,3.75,,
Skip Woods,3.66731,3.66731,3.66731,,
Skott Snider,2.75,2.75,2.75,,
Skye Borgman,3.31429,3.31429,3.31429,,
Slatan Dudow,3.5,3.5,3.5,,
Slava Tsukerman,2,2,2,,
Slavko Martinov,4.5,4.5,4.5,,
Sloan Copeland,3.25,3.25,3.25,,
Snježana Tribuson,2,2,2,,
Snow Zou,5,5,5,,
So Yong Kim,3.41304,3.11957,3.253985,,
Soames Summerhays,0,0,0,,
Sofia Bohdanowicz,4,2,3,,
Sofia Coppola,3.79791,2.52053,3.14955,,
Sofia Exarchou,3.66667,3.66667,3.66667,,
Sofia Olins,2.28571,2.28571,2.28571,,
Sofia Pineda Ochoa,0,0,0,,
Sofia Quiros,0,0,0,,
Sofia Scandurra,2.5,2.5,2.5,,
Sofya Gorlenko,2.25,2.25,2.25,,
Sofía Gómez Córdova,2.25,2.25,2.25,,
Sohail Khan,3.1,2.77273,2.883503333,,
Soham Mehta,1.5,1.5,1.5,,
Soham Shah,2.42857,2.42857,2.42857,,
Sohn Won-pyung,3.125,3.125,3.125,,
Sohrab Modi,0,0,0,,
Soi Cheang,3.54,2.75,3.256796667,,
Soji Yoshikawa,3.01786,3.01786,3.01786,,
Sollace Mitchell,2.5,0,1.25,,
Solomon A X,2,2,2,,
Somnath Pal,0,0,0,,
Son Sung-deuk,4.8,4.8,4.8,,
Sonejuhi Sinha,3.75,3.75,3.75,,
Song Yinxi,0,0,0,,
Songyos Sugmakanan,4.16667,3.22727,3.548485,,
Sonia Anderson,3.66667,0,2.574175714,,
Sonia Fritz,3,3,3,,
Sonia Lowman,4,0,2,,
Sonja Sohn,3,3,3,,
Sonny Atkins,0,0,0,,
Sonny Chiba,0,0,0,,
Sook-Yin Lee,2.5,2,2.25,,
Soon-Mi Yoo,3.75,3.75,3.75,,
Soopum Sohn,3,0,1.5,,
Sophia Cacciola,4.5,0,2.333333333,,
Sophia Nahli Allison,0.5,0.5,0.5,,
Sophia Takal,3.15385,0,2.137436,,
Sophia Turkiewicz,4,4,4,,
Sophie Allet-Coche,3,3,3,,
Sophie Barthes,3.32217,3.06731,3.19474,,
Sophie Deraspe,4,3.9,3.95,,
Sophie Dupuis,4,4,4,,
Sophie Fiennes,"Robbie Shakespeare\"" and 2.9 and 3.497123333333333
Sophie Goodhart and 3.05357 and 3.05357 and 3.05357
Sophie Huber and 3 and 2.91667 and 2.958335
Sophie Kargman and 0 and 0 and 0.0
Sophie Lellouche and 2.7037 and 2.7037 and 2.7037
Sophie Lepault and 4.5 and 4.5 and 4.5
Sophie Lorain and 3 and 2.75 and 2.875
Sophie Marceau and 2.5 and 2.5 and 2.5
Sophie Reine and 3.25 and 3.25 and 3.25
Sophon Sakdaphisit and 4 and 2.85714 and 3.4285699999999997
Sopon Sukdapisit and 2.4375 and 2.4375 and 2.4375
Soroush Mohamad'Zadeh and 2.66667 and 2.66667 and 2.66667
Sotiris Dounoukos and 3.5 and 3.5 and 3.5
Sotiris Goritsas and 3.33333 and 3.33333 and 3.33333
Souleymane Cissé and 3.5625 and 3.5625 and 3.5625
Soumik Sen and 3.78571 and 3 and 3.392855
Soundarya Rajinikanth and 2.5 and 2.5 and 2.5
Spencer Gordon Bennet"," Wallace Grissell""",2.5,2.5,2.5
Spencer McCall,3.15714,3.15714,3.15714,,
Spencer Nakasako and  Sokly Ny,4,4,4,,
Spencer Parsons,2,2,2,,
Spencer Williams,3.125,2.5,2.8125,,
Spenser Fritz,0.5,0,0.25,,
Spike Brandt and  Tony Cervone,3.25,3.25,3.25,,
Spike Jonze,3.97917,2.76667,3.469812,,
Spike Lee,4.15,2.32143,3.350113947,,
Srdan Golubovic,3.52778,3.42308,3.47543,,
Srdjan Spasojevic,2.70674,2.70674,2.70674,,
Sreenivasan,2.5,2.16667,2.333335,,
Sreenu Vaitla,3,2.75,2.875,,
Sri Balaji,3,3,3,,
Sri Senthil,0,0,0,,
Sridhar Reddy,0,0,0,,
Srijit Mukherji,4.5,0,2.678571429,,
Srikant Chellappa,2.75,2.75,2.75,,
Sripriya,2.4,2.4,2.4,,
Sriram Raghavan,3.9053,2.33333,3.298045,,
Srđan Dragojević,3.65,3.125,3.3875,,
St. John Legh Clowes,1.83333,1.83333,1.83333,,
Stacey Stewart Curtis,1,0,0.5,,
Stacia Crawford,3.5,3.5,3.5,,
Stacie Passon,3.33333,2.5098,2.921565,,
Stacy Sherman,3.5,3.5,3.5,,
Stacy Title,3.52601,1.81034,2.464685,,
Staffan Götestam,2.66667,2.66667,2.66667,,
Stallone Vaiaoga-Ioasa,4,3.5,3.75,,
Stan Dragoti,3.26244,2.4955,2.87574,,
Stan Winston,3.34615,2.65495,3.0837,,
Stanislav Kapralov,1.5,1.5,1.5,,
Stanislav M. Sokolov,3.35,3.35,3.35,,
Stanislav Mareev,2.82143,2.5,2.660715,,
Stanislav Párnický,0,0,0,,
Stanislav Rostotsky,3.725,3.125,3.4032,,
Stanislaw Bareja,3.78571,3.26923,3.620682,,
Stanislaw Tym,2,2,2,,
Stanisław Bareja,2.5,2.5,2.5,,
Stanisław Różewicz,2.5,0,1.25,,
Stanley A. Long,3.25,0,1.625,,
Stanley Donen,4.03472,0,2.953218636,,
Stanley Donen and  Gene Kelly,4.02005,3.58065,3.817176667,,
Stanley Kramer,4.05869,0,3.069446,,
Stanley Kubrick,4.20396,2.39189,3.572685625,,
Stanley M. Brooks,3.16216,3.16216,3.16216,,
Stanley Nelson,4.25,3.45,3.74119,,
Stanton Barrett,"Molly Hagen\"" and Molly Hagen\""""",,,,
Staten Cousins-Roe,2.5,2.5,2.5,,
Stathis Athanasiou,2.875,2.875,2.875,,
Stavros Genaridis,0,0,0,,
Stefan Avalos and  Lance Weiler,2.36364,2.36364,2.36364,,
Stefan Berg,3.25,3.25,3.25,,
Stefan C. Schaefer,3.15385,2.64286,2.898355,,
Stefan Constantinescu and  Julio Soto Gurpide,3,3,3,,
Stefan Fjeldmark,2.65385,2.65385,2.65385,,
Stefan Fjeldmark and  Jesper Møller,3.15649,3.15649,3.15649,,
Stefan Forbes,3.82,3.82,3.82,,
Stefan Haupt,4,2.66667,3.28889,,
Stefan Henszelman,4.25,4.25,4.25,,
Stefan Holtz,2.5,2.5,2.5,,
Stefan Jarl,3.5,0.5,2.333333333,,
Stefan Krohmer,3.39583,3.39583,3.39583,,
Stefan Liberski,3.19444,3.19444,3.19444,,
Stefan Malešević,0,0,0,,
Stefan Marc,1.5,1.5,1.5,,
Stefan Roman,3.5,3.5,3.5,,
Stefan Rydehed,5,5,5,,
Stefan Scaini,3.39286,0,1.130953333,,
Stefan Schwietert,3.16071,3.16071,3.16071,,
Stefano Calvagna,0,0,0,,
Stefano Galli,3.5,3.5,3.5,,
Stefano Salvati,0.5,0.5,0.5,,
Stefano Vanzina,0,0,0,,
Stefen Fangmeier,2.44502,2.44502,2.44502,,
Steffen Schäffler,3.4375,3.4375,3.4375,,
Stelana Kliris,2.83333,2.83333,2.83333,,
Stelio Fiorenza,0,0,0,,
Stelios Charalampopoulos,0.5,0.5,0.5,,
Stella Meghie,3.18487,0,1.93536,,
Stelvio Massi,3.5,0,1.891304348,,
Stepan Polivanov,4,4,4,,
Stephan Apelgren,4,2.57143,3.184658,,
Stephan Brenninkmeijer,3.16667,2.5,2.833335,,
Stephan Komandarev,3.71429,3.16667,3.46032,,
Stephan Lamby,3.5,3.5,3.5,,
Stephan Littger,3.33333,3.33333,3.33333,,
Stephan Rick,3.34615,2,2.673075,,
Stephan Schultze,3.5,1.21429,2.357145,,
Stephan Wagner,4,3,3.5,,
Stephan Zlotescu,3.41667,3.41667,3.41667,,
Stephane Gauger,3.16667,0,1.583335,,
Stephanie Rothman,2.85714,2.55556,2.728175,,
Stephanie Sinclaire,0,0,0,,
Stephanie Soechtig,3.88889,2.70833,3.422476667,,
Stephanie Soechtig and  Jason Lindsey,3.59091,3.59091,3.59091,,
Stephanie Wang-Breal,3.5,3.5,3.5,,
Stephen Altobello,3.5,3.5,3.5,,
Stephen Amis,2.83333,1.16667,2,,
Stephen Belber,2.81395,2.81395,2.81395,,
Stephen Biro,2.5,0,1.25,,
Stephen Bradley,3.58824,2.60294,3.09559,,
Stephen Bridgewater,4.5,0.5,2.2571425,,
Stephen Brown,0,0,0,,
Stephen C. Apostolof,2.75,2.15217,2.451085,,
Stephen C. Bortsalas,0,0,0,,
Stephen C. Sepher,0,0,0,,
Stephen Cedars,3.27273,3.27273,3.27273,,
Stephen Chbosky,3.84236,3.82112,3.83174,,
Stephen Chiodo,3,2.97718,2.98859,,
Stephen Chow and  Lik-Chi Lee,3.83721,3.63846,3.737835,,
Stephen Chow and  Vincent Kok,3.5,3.5,3.5,,
Stephen Coates,0,0,0,,
Stephen Cornwell,2.65833,0,0.88611,,
Stephen Daldry,4,2.72222,3.498645556,,
Stephen Deutsch,3.46154,3.46154,3.46154,,
Stephen Dunleavy,4,4,4,,
Stephen Dwoskin,2.5,2.5,2.5,,
