directedBy,Max_Rating,Min_Rating,Avg_Rating
Tapan Sinha,3.83333,3.83333,3.83333
Tapio Piirainen,3.83333,3,3.3911100000000003
Tara Johns,2.91667,2.91667,2.91667
Tara Subkoff,1.93421,1.93421,1.93421
Taran Killam,2.31325,2.31325,2.31325
Taras Khymych,0,0,0.0
Tareque Masud,2.83333,2.83333,2.83333
Tarik Hodžić,3.71429,3.71429,3.71429
Taron Lexton,3,2.72222,2.86111
Taru Mäkelä,3.08,1.75,2.4575
Tarun Gopi,3,2.5,2.75
Tassos Boulmetis,3.5,3,3.2142866666666667
Tate Bunker,2.5,2.5,2.5
Tate Steinsiek,3,3,3.0
Tatia Rosenthal,3.15169,3.15169,3.15169
Tatsuo Satō,2.75,2.75,2.75
Tatsushi Omori,4.25,2,3.125
Tatsushi Ōmori,0,0,0.0
Tatsuya Hagishima,3.75,3.75,3.75
Tatsuya Ishihara,3.83333,3.75,3.791665
Tatsuya Nagamine,3.73228,3.22807,3.480175
Tatsuyuki Nagai,3.625,0.5,2.523146666666667
Taweewat Wantha,1.83333,0,0.916665
Tayarisha Poe,2.6,2.6,2.6
Taylor Fuchs,3,3,3.0
Taylor Hackford,3.77694,2.71429,3.3043414285714285
Taylor Morden,5,4,4.5
Taylor Sheridan,3.87278,3.87278,3.87278
Te-Hsing Lu,0,0,0.0
Teach Grant,3.75,3.75,3.75
Tearepa Kahi,3.16667,3.16667,3.16667
Ted Alkemade,0,0,0.0
Ted Balaker,3.66667,3.66667,3.66667
"Ted Berman, Richard Rich, Art Stevens",3.46232,3.46232,3.46232
Ted Braun,3.76667,3.03333,3.4
Ted Clisby,0,0,0.0
Ted Demme,3.73014,2.45098,3.2164128571428567
Ted Fox,0,0,0.0
Ted Geoghegan,2.97381,2.88462,2.929215
Ted Koland,3.21429,3.21429,3.21429
Ted V. Mikels,3.25,0,2.080555
Teddy Grennan,2.25,2.25,2.25
Teddy Lussi-Modeste,3.25,3.25,3.25
Teddy Mattera,3,3,3.0
Teddy Yip Wing-Cho,2.5,0,1.25
Teemu Niukkanen,3,3,3.0
Teimuraz Taniyah,3,3,3.0
Teinosuke Kinugasa,3.55405,3.08333,3.31869
Tekin Girgin,2.33333,2.33333,2.33333
Telmo Esnal,4,4,4.0
Teng Congcong,0,0,0.0
Tengiz Abuladze,3.925,1.5,3.03262
Tenny Wright,3,1,2.0
Teppo Airaksinen,3.5,2.75,3.0183825
Terence Dixon,4.25,4.25,4.25
Terence Fisher,3.66667,0,2.36383175
Terence Gross,2.75,2.75,2.75
Terence H. Winkless,2.875,0.75,2.0
Terence Hill,4,2.72917,3.1172619999999998
Terence Young,4,0,1.9707211111111111
Teresa Marchesi,3,3,3.0
Teresa Pelegri,3.2,3.2,3.2
Teresa Suárez,2.5,2.5,2.5
Teresa Villaverde,3.41667,1.44444,2.6527775
Teresa Woo San,2.5,2.5,2.5
Terra Shin,3.13514,2.97727,3.056205
Terrance Odette,0,0,0.0
Terrell Stapp,3.58,3.58,3.58
Terrell Tannen,2.5,0,1.25
Terrence Crawford,0,0,0.0
Terrence Fisher,3.20677,3.20677,3.20677
Terri Hanauer,0,0,0.0
Terri J. Vaughn,0,0,0.0
Terry Becker,0.5,0.5,0.5
Terry Benedict,4,4,4.0
Terry Bishop,3,0.5,1.75
Terry Bourke,3,0,1.75
Terry Carr,3,3,3.0
"Terry Dougas, Nikki Frakes, Will Hess",3.25,3.25,3.25
Terry George,3.97845,2.78571,3.3731116666666665
Terry Izumi,3.5,3.5,3.5
Terry Jastrow,3.3,3.3,3.3
Terry Johnson,4,0,2.6666666666666665
"Terry Jones, Terry Gilliam",3.85973,3.85973,3.85973
Terry Leonard,2.47414,2.47414,2.47414
Terry Loane,3.68182,3.33333,3.507575
Terry Lukemire,0,0,0.0
Terry Marcel,3.5,1.5,2.354952
Terry Miles,4.5,0,2.691818571428571
Terry Sanders,0,0,0.0
Terry Schwartz,0,0,0.0
Terry Spears,3,3,3.0
Terry Tong,0,0,0.0
Terry Winsor,3.53571,0,1.17857
Tessa Blake,1.91667,1.91667,1.91667
Tessa Schram,3,3,3.0
Tetsu Kimura,3.21429,3.21429,3.21429
Tetsu Maeda,2,0,1.0
Tetsuichirô Tsuta,3,3,3.0
Tetsuro Takeuchi,3.44355,3.44355,3.44355
Tetsurô Amino,1.5,1.5,1.5
"Tetsurô Animo, Yoshimi Katsumata, Naoyoshi Kusaka, Naohito Takahashi",3.20833,3.20833,3.20833
Tetsurō Amino,3.5,3.5,3.5
Tetsuya Nakashima,4.02308,3.17073,3.7459
"Tetsuya Nomura, Takeshi Nozue",3.38892,3.38892,3.38892
Tetsuya Watanabe,3.75,3.75,3.75
Tetsuya Yanagisawa,3.66667,3,3.333335
Teuvo Tulio,3.75,0,1.6355923076923076
Tewfik Saleh,3.625,0,1.8125
Tex Avery,3.85,2,3.2533576923076923
Thad Smith,2.5,2.5,2.5
Thaddaeus Scheel,2.25,2.25,2.25
Thaddeus Lamar,0,0,0.0
Thaddeus O'Sullivan,3.60938,0,2.63251
Thales Corrêa,2,2,2.0
"Thanasis Papathanasiou, Michalis Reppas",2.63333,2.63333,2.63333
Thanasis Rentzis,3.5,3.5,3.5
Thanasis Vengos,2.75,2.5,2.5833333333333335
Thane Economou,0,0,0.0
Thanos Kermitsis,3.11111,3.11111,3.11111
Thea Sharrock,3.67922,2.36667,3.0152966666666665
Theo Angelopoulos,4.05556,3.33333,3.601853333333333
Theo Maassen,2.75,2.75,2.75
Theo Papadoulakis,3.66667,3.66667,3.66667
Theodore Reed,2.5,0,1.25
Theodore Ushev,4.5,3.625,4.0625
Theodoros Angelopoulos,3.90094,3.28571,3.5561390000000004
"Theodoros Angelopoulos, John Boorman, Youssef Chahine, Costa-Gavras, Peter Greenaway, Lasse Hallström, Hugh Hudson, Abbas Kiarostami, Cédric Klapisch, Spike Lee, Claude Lelouch, Bigas Luna, Arthur Penn, Jerry Schatzberg, Fernando Trueba, Liv Ullmann, Régis Wargnier, Wim Wenders, Yimou Zhang, Michael Haneke, James Ivory, Patrice Leconte, David Lynch, Ismail Merchant, Jacques Rivette",3.35484,3.35484,3.35484
"Theodoros Angelopoulos, Olivier Assayas, Bille August, Jane Campion, Youssef Chahine, Kaige Chen, Michael Cimino, Ethan Coen, Joel Coen, David Cronenberg, Jean-Pierre Dardenne, Luc Dardenne, Manoel de Oliveira, Raymond Depardon, Atom Egoyan, Amos Gitai, Alejandro González Iñárritu, Hsiao-hsien Hou, Aki Kaurismäki, Abbas Kiarostami, Takeshi Kitano, Andrey Konchalovskiy, Claude Lelouch, Ken Loach, David Lynch, Nanni Moretti, Roman Polanski, Raoul Ruiz, Walter Salles, Elia Suleiman, Ming-liang Tsai, Gus Van Sant, Lars von Trier, Wim Wenders, Wong Kar-wai, Yimou Zhang",3.35507,3.35507,3.35507
Thiago Cazado,3.5,3.5,3.5
Thiago Mattar,4.5,4.5,4.5
Thibault Arbre,0,0,0.0
Thibaut de Longeville,3.75,3.75,3.75
Thierry Binisti,3.75,1.5,2.7321425
Thierry Chabert,4.5,3.83333,4.277776666666667
Thierry Demaizière,3.5,3.5,3.5
Thierry Klifa,0,0,0.0
Thierry Notz,2.54545,0,1.681816666666667
Thierry Ragobert,3.66667,3.66667,3.66667
Thijs Meuwese,0,0,0.0
Thilo Rothkirch,2.5,2.5,2.5
Thodoris Atheridis,3.44444,3,3.22222
Thodoros Maragos,3.7,3.7,3.7
Tholen Gladden,2.5,2.5,2.5
Thom Andersen,3.96825,3.3,3.750316
Thom Best,2.75,2.75,2.75
Thom Eberhardt,3.49123,0,2.6170074999999997
Thom Lu,2.57143,2.57143,2.57143
Thomas A. Cohen,0,0,0.0
Thomas Arslan,3.5,3,3.25
Thomas Balmes,3.51892,3.51892,3.51892
Thomas Beatty,1.75,1.75,1.75
Thomas Bena,0,0,0.0
Thomas Bidegain,3.45,3.45,3.45
Thomas Bohn,2.5,2.5,2.5
Thomas C. Grane,4,3.5,3.75
Thomas Cailley,3.3875,3.3875,3.3875
Thomas Chalmers,0,0,0.0
Thomas Clay,3.16667,2.75,2.958335
Thomas Daley,2.83333,2.83333,2.83333
Thomas Della Bella,2.48387,2.48387,2.48387
Thomas Dunn,2.9,2.75,2.825
Thomas Edward Seymour,2.46154,2.46154,2.46154
Thomas Fazi,2.875,2.875,2.875
Thomas Finn,0.5,0.5,0.5
Thomas G. Miller,3.16667,3.16667,3.16667
Thomas Gilou,3.25,2.23333,2.852834
Thomas Gomez Durham,1.2,1.2,1.2
Thomas Grube,4.08333,4.08333,4.08333
Thomas Haden Church,2.33333,2.33333,2.33333
Thomas Heise,2.25,2.25,2.25
Thomas Hennessy,2.8,2.8,2.8
Thomas Honickel,4.25,4.25,4.25
Thomas Huchon,4,4,4.0
Thomas J. Schmidt,3,3,3.0
Thomas J. Tobin,0.5,0.5,0.5
Thomas J. Wright,2.625,2.00439,2.314695
Thomas Jackson,3.42857,3.42857,3.42857
Thomas Jahn,4.01278,1.25,2.565695
Thomas Jakobsen,3.83333,3.83333,3.83333
Thomas Jason Davis,2.5,2.5,2.5
Thomas K. Phillips,0,0,0.0
Thomas Kail,3.76437,3.06731,3.41584
Thomas Kronthaler,0,0,0.0
Thomas M. Wright,1.5,1.5,1.5
Thomas Makowski,3.5,0,1.1666666666666667
Thomas Michael,2.54545,0,1.272725
Thomas Reilly-King,1,1,1.0
Thomas Riedelsheimer,3.97248,3.07143,3.6098733333333333
Thomas Robert Lee,2.83333,2.83333,2.83333
Thomas Roth,3,3,3.0
Thomas Ryberger,2.27273,2.27273,2.27273
Thomas Schadt,0,0,0.0
Thomas Sieben,2.10714,2.10714,2.10714
Thomas Stuber,3.27778,2.16667,2.722225
Thomas Torelli,4.5,4.5,4.5
Thomas Torrey,4.25,4.25,4.25
Thomas Trail,0,0,0.0
Thomas Villum Jensen,4,4,4.0
Thomas Vincent,3.66667,3.25,3.458335
Thomas Whelan,3.29167,3.29167,3.29167
Thomas Woodrow,2,2,2.0
Thomas Yip,2.5,0,1.25
Thor Moreno,0,0,0.0
"Thorbjørn Christoffersen, Craig Frank",2.57692,2.57692,2.57692
Thorsten Schütte,3.43103,3.43103,3.43103
Thunder Levin,2.07692,1.16667,1.7270299999999998
Tia Brelis,3.625,3.625,3.625
Tiago Mesquita,0,0,0.0
Tian Zhuangzhuang,4,4,4.0
Tian-Ming Wu,3.93713,3.93713,3.93713
Tian-lin Wang,3.5,3.5,3.5
Ticoy Rodriguez,2.5,2.5,2.5
Tieli Xie,3.5,3.5,3.5
Tien-Lun Yeh,0,0,0.0
Tiff Roma,0,0,0.0
Tiffanie DeBartolo,3.25082,3.25082,3.25082
Tiffany Hsiung,0.833333,0.833333,0.833333
Tigmanshu Dhulia,3.92857,0,2.6472375
Tigran Keosayan,2.91667,2.91667,2.91667
Tikhon Kornev,2.33333,2.33333,2.33333
Til Schweiger,3.71739,0,2.765700909090909
Till Hastreiter,5,5,5.0
Till Kleinert,2.93333,2.93333,2.93333
Till Nowak,3.5,3.16667,3.333335
Till Schauder,3.5,3.5,3.5
Tim Baumann,4,4,4.0
Tim Blake Nelson,3.52648,3,3.327785
Tim Boyle,0,0,0.0
Tim Brown,3.5,0.5,2.25
Tim Carroll,0,0,0.0
Tim Cowles,1,1,1.0
Tim Cox,3.375,1.5,2.5223225
Tim Disbrow,3.33333,3.33333,3.33333
"Tim Doiron, April Mullen",3.5,3.5,3.5
Tim Dunn,2.83333,2.83333,2.83333
Tim Frywell,3.13963,3.13963,3.13963
Tim Godsall,3,3,3.0
Tim Haines,3.81395,3.81395,3.81395
Tim Harrison,5,5,5.0
Tim Heidecker,4,4,4.0
"Tim Heidecker, Eric Wareheim",2.8964,2.8964,2.8964
Tim Hunter,3.63754,0,2.221110909090909
Tim Iacofano,2,2,2.0
Tim Jeffreys,0,0,0.0
Tim K. Smith,3.1,3.1,3.1
Tim Kasher,4,4,4.0
Tim Kincaid,2.16667,1.5,1.9365100000000002
Tim King,0,0,0.0
Tim Kinzy,3.61458,3.61458,3.61458
Tim Larson,3,3,3.0
Tim Leandro,3.5,3.5,3.5
Tim Lewis,4.25,4.25,4.25
Tim Lewiston,2.5,2.5,2.5
Tim Matheson,3.75,2.1,2.87857
Tim McCann,4,0,2.027637
Tim McLachlan,0,0,0.0
Tim Metcalfe,3.06395,3.06395,3.06395
Tim Mielants,4.5,4.5,4.5
Tim Neeves,3.75,3.75,3.75
Tim Nicholls,2.5,2.5,2.5
Tim O'Donnell,2.75,0,1.375
Tim Pope,2.79771,2.79771,2.79771
Tim Postins,0,0,0.0
Tim Ridge,0,0,0.0
Tim Rogers,0,0,0.0
Tim Russ,3.0098,2.98701,2.998405
Tim Savage,0,0,0.0
Tim Shawcross,0,0,0.0
Tim Skousen,3.32353,3.32353,3.32353
Tim Smit,2.51,2.51,2.51
Tim Story,3.5,2.47069,3.0227850000000003
Tim Sullivan,3.4,2.68978,3.1243166666666666
Tim Sutton,3.5,2,2.7900625
Tim Travers Hawkins,0,0,0.0
Tim True,3.5,3.5,3.5
Tim Tsiklauri,0,0,0.0
Tim Usborne,3.5,3,3.25
Tim Wardle,3.75488,3.75488,3.75488
Tim Whelan,5,0,2.2386361538461537
Timo Peltokangas,3.4,3.4,3.4
Timo Tjahjanto,3.43981,2.16667,2.90162
Timo Vuorensola,3.16889,2.72414,2.997916666666667
Timo von Gunten,4.125,3,3.5625
Timon Birkhofer,3.7,3.7,3.7
Timothy A. Chey,2.125,0,1.5763883333333333
Timothy Armstrong,4.5,0,1.9166675
Timothy Friend,0,0,0.0
Timothy Galfas,0,0,0.0
Timothy Hines,3.25,3,3.0833333333333335
Timothy Hutton,2.95714,2.95714,2.95714
Timothy Marrinan,3,3,3.0
Timothy Nguyen,0,0,0.0
Timothy Quay,3.46429,2.25,2.817858
Timothy Reckart,3.42857,3.03226,3.230415
Timothy S. Bennett,4.5,4.5,4.5
Timothy Sheader,0,0,0.0
Timothy Wayne Folsome,1.81818,1.81818,1.81818
"Timur Bekmambetov, Yaroslav Chevazhevskiy, Ignas Jonynas, Dmitriy Kiselev, Aleksandr Voytinskiy",2.9375,2.9375,2.9375
Timur Yashchenko,4,4,4.0
Tina Mabry,3.875,3.875,3.875
Tina Mascara,4,3.6,3.8
Tine Alavi,1.75,1.75,1.75
Ting Chung,3,3,3.0
Tinja Ruusuvuori,3.75,3.75,3.75
Tinnu Anand,0,0,0.0
"Tinto Brass, Bob Guccione",2.60447,2.60447,2.60447
Tippy Bushkin,0,0,0.0
Titus Selge,0,0,0.0
Tiwa Moeithaisong,0,0,0.0
Tiziano Longo,0,0,0.0
"Tizza Covi, Rainer Frimmel",3.7,3.7,3.7
Tjebbo Penning,3.625,2.5,3.0625
Tobi Baumann,2.91667,2.375,2.645835
Tobias Nölle,2.83333,2.83333,2.83333
Tobias Weber,3.5,3.5,3.5
Tobias Wiemann,3.5,3.5,3.5
Toby Bluth,2.2,2.2,2.2
"Toby Burwell, Randall Stith",4.5,4.5,4.5
Toby Dallmeyer,5,5,5.0
Toby Dye,3.5,3.5,3.5
Toby Genkel,3,0,1.980416
Toby Hefferman,3.34044,3.34044,3.34044
Toby MacDonald,3.3,3.3,3.3
Toby Macdonald,5,5,5.0
Toby Oppenheimer,1.75,0,0.875
Toby Russell,0,0,0.0
"Toby Shelton, Tad Stones, Alan Zaslove",2.54121,2.54121,2.54121
Tod Harrison Williams,2.70833,2.70833,2.70833
Tod Williams,3.39709,2.28144,2.9489400000000003
Todd Berger,4,2.9,3.476706666666667
Todd Douglas Bailey,1.25,1.25,1.25
Todd Douglas Miller,3.99092,3.68421,3.837565
Todd Field,3.75911,3.67901,3.71906
Todd Jones,0,0,0.0
Todd Kessler,3.70423,3.70423,3.70423
Todd L. Green,1,1,1.0
Todd Larkins,3.8,3.8,3.8
Todd Levin,2.77778,2.77778,2.77778
Todd Lincoln,2.11842,2.11842,2.11842
Todd Looby,0,0,0.0
Todd McGrain,4,4,4.0
Todd Morris,4.25,4.25,4.25
Todd Newman,4,4,4.0
Todd Nilssen,2.25,2.25,2.25
Todd Nunes,1.5,1.5,1.5
Todd Resnick,2.75,2.75,2.75
Todd Rohal,2.75,0.5,1.86375
Todd Sheets,0.5,0,0.3333333333333333
Todd Solondz,3.82543,2.2,3.254915
Toe Yuen,3.46667,3.46667,3.46667
Toia Bonino,4,4,4.0
Toka Mcbaror,3.5,3.5,3.5
Tokuzô Tanaka,3.525,3,3.2152600000000002
Tokuzō Tanaka,0,0,0.0
Tolga Karaçelik,3.75,3.08333,3.501913333333333
Tom Alderman,0.833333,0.833333,0.833333
Tom Anton,2.66667,2.66667,2.66667
Tom Barton-Humphreys,3.75,3.75,3.75
Tom Beard,5,5,5.0
Tom Berninger,3.50758,3.50758,3.50758
Tom Berry,1.87884,1.87884,1.87884
Tom Bowes,0,0,0.0
Tom Brewster,3.72141,3.72141,3.72141
Tom Brown,3.125,3.125,3.125
Tom Browne,4.33333,4.33333,4.33333
Tom Burton,0,0,0.0
Tom Cairns,2.5,2.5,2.5
Tom Caltabiano,3.5,3.5,3.5
Tom Chaney,0,0,0.0
Tom Collins,0,0,0.0
Tom Connors Jr.,2.64286,2.64286,2.64286
Tom Conyers,0,0,0.0
Tom Corboy,3.125,3.125,3.125
Tom Costabile,5,5,5.0
Tom DeCerchio,2.74218,2.74218,2.74218
Tom Dey,3.25117,2.22222,2.7644875
Tom Doades,0,0,0.0
Tom Dolby,0,0,0.0
Tom Donovan,2,2,2.0
Tom Edmunds,3.14706,3.14706,3.14706
Tom Elkins,2.73932,2.73932,2.73932
Tom Emmatty,3.33333,3.33333,3.33333
Tom Forman,0,0,0.0
Tom Forrest,3.61111,3.61111,3.61111
Tom Geens,2.5,2.5,2.5
Tom Getty,3.25,3.25,3.25
Tom Gilroy,3.51974,0,1.75987
Tom Gormican,3.22372,3.22372,3.22372
Tom Green,3.9,0,2.1067925
Tom Gries,3.375,0,2.0088950000000003
Tom Gulbrandsen,2.5,2.5,2.5
Tom Gustafson,3.53153,2.125,2.88551
Tom Hall,3.66667,1.5,2.583335
Tom Hanks,3.43356,3.08457,3.2590649999999997
Tom Hanson,3.1,3.1,3.1
Tom Hayes,0,0,0.0
Tom Huang,3.83333,3.83333,3.83333
Tom Huckabee,3,0,1.5
Tom Jackson,4,4,4.0
Tom Jenkinson,4.5,4.5,4.5
Tom Jennings,4,1,2.8333333333333335
Tom Kalin,3.18182,2.9,3.0409100000000002
Tom Kennedy,1.85,1.85,1.85
"Tom Kuntz, Mike Maguire",3.20395,3.20395,3.20395
Tom Laughlin,4,0,2.439878333333333
Tom Lin,4.04167,0.5,2.270835
Tom Lowe,4.25,0,2.125
Tom Mankiewicz,5,1,2.94198
Tom McCarthy,3.08333,3.08333,3.08333
Tom McLoughlin,4.5,0,2.188876842105263
Tom Morris,3,0,1.5
Tom Murray,0,0,0.0
Tom Naughton,3.575,3.575,3.575
Tom Noonan,3.30211,3.25269,3.2774
Tom Norton,0,0,0.0
Tom O'Brien,3.64286,3.16667,3.4047650000000003
Tom O'Dell,1.9,1.9,1.9
Tom O'Horgan,3.25,3.25,3.25
Tom Palazzolo,4.25,4.25,4.25
Tom Paton,2.25,1.5,1.8375
Tom Peosay,3.62048,3.62048,3.62048
Tom Petch,2.6,2.6,2.6
Tom Poole,3.90909,3.90909,3.90909
Tom Putnam,4.5,1.72222,3.11111
"Tom Putnam, Brenna Sanchez",3.25,3.25,3.25
Tom Quinn,3.75,3.75,3.75
Tom Reeve,3.16667,0,2.0888899999999997
Tom Rice,3.5,3.5,3.5
Tom Roberts,3.16667,3.16667,3.16667
Tom Ropelewski,2.52381,1.99459,2.2592
Tom Sanchez,0,0,0.0
Tom Sands,2.25,0,1.125
Tom Savini,3.36269,3.36269,3.36269
Tom Schiller,4.5,3.28125,3.890625
Tom Schulman,2.62536,2.62536,2.62536
Tom Shadyac,3.70968,2.69431,3.0648666666666666
Tom Shell,3.5,0,1.5
Tom Shoval,3.25,3.25,3.25
Tom Sierchio,2.66667,2.66667,2.66667
"Tom Stern, Alex Winter",3.24265,3.24265,3.24265
Tom Stubberfield,1,1,1.0
Tom Thurman,3.55556,0,2.351853333333333
Tom Van Avermaet,3.9,3.9,3.9
Tom Vaughan,3.3557,0,2.5869333333333335
Tom Walters,0,0,0.0
Tom Warburton,3.625,3.625,3.625
Tom Weiner,3.5,3.5,3.5
Tom Whitus,2.75,0,0.6875
Tom Zuber,0,0,0.0
Tomas Erhart,0.5,0.5,0.5
"Tomas Gutiérrez Alea, Juan Carlos Tabio",3.76227,3.76227,3.76227
Tomas Lindh,2.25,2.25,2.25
Tomasz Lesniak,1.75,1.75,1.75
Tomasz Szafrański,1,1,1.0
Tomasz Wiszniewski,3.5,3,3.25
Tomek Baginski,3.94444,3,3.5122822222222223
Tomer Eshed,3,2.5,2.75
Tommi Lepola,4.5,4.5,4.5
"Tommi Lepola, Tero Molin",1.7,1.3,1.5
Tommy Faircloth,3,0,1.1666666666666667
Tommy Frazier,0,0,0.0
Tommy Haines,4,3.5,3.75
Tommy Lee Jones,4,3.38627,3.6962125
Tommy Leung Ga-Shu,3,3,3.0
Tommy O'Haver,3.60549,2.81915,3.2235500000000004
Tommy Swerdlow,0,0,0.0
Tommy Wirkola,3.45473,2.52381,3.05241
Tommy Wiseau,2.45066,2.45066,2.45066
Tomoaki Akune,3.33333,3.33333,3.33333
Tomohiko Ito,3.10714,3.10714,3.10714
Tomohiko Itou,3.42188,2.95,3.18594
Tomohiro Kawamura,1.5,1.5,1.5
Tomohisa Taguchi,3.5,3.5,3.5
Tomoka Nagaoka,1.5,1.5,1.5
Tomoki Kyoda,0,0,0.0
Tomoki Sano,0,0,0.0
Tomoyuki Furumaya,3,0,1.9166666666666667
Tomoyuki Takimoto,4.16667,0,1.8315416666666666
Tomris Giritlioğlu,3.83333,3,3.416665
Tomy Wigand,3.5,0,1.75
Tomáš Vorel,4,3.5,3.7083325
Tomáš Zelenka,2,2,2.0
Ton Van Zantvoort,1.5,1.5,1.5
Toni D'Angelo,1,1,1.0
Toni Kalem,2.78571,2.78571,2.78571
Toni Myers,3.61475,3.25,3.436396666666667
Tonia Mishiali,3.5,3.5,3.5
Tonie Marshall,3.5,0,2.352856
Toniko Melo,3.25,3.25,3.25
Tonino Zangardi,2,2,2.0
Tonjia Atomic,0,0,0.0
Tonnie Dinjens,2.75,2.75,2.75
Tony Au,3,0,1.5
Tony Ayres,3.25,3.09091,3.170455
Tony Bancroft,2.61111,2.61111,2.61111
"Tony Bancroft, Barry Cook",3.73837,3.73837,3.73837
Tony Bill,3.41121,0,2.3448523076923076
Tony Cervone,2.39726,0,1.19863
Tony Chan,4.5,4.5,4.5
Tony Collingwood,1.5,1.5,1.5
Tony Cookson,2.75,2.75,2.75
Tony Craig,3.09701,3.09701,3.09701
"Tony Craig, Roberts Gannaway",3.21605,3.21605,3.21605
Tony E. Valenzuela,2.51786,2.51786,2.51786
Tony Elwood,2.90909,2.90909,2.90909
Tony Fisher,0,0,0.0
Tony Gatlif,4,2.5,3.5192890909090906
Tony Herbert,3.5,3.5,3.5
Tony Hickman,2.75,2.75,2.75
Tony Huston,0,0,0.0
Tony Jopia,4.16667,2.5,3.333335
Tony Kern,4,4,4.0
Tony Klinger,3.16667,3.16667,3.16667
Tony Leech,3.5,3.5,3.5
Tony Leung Siu-Hung,3,0,1.8333333333333333
Tony Liu Chun-Ku,3.5,0,2.3
Tony Lou Chun-Ku,3,3,3.0
"Tony Mahony, Angus Sampson",3.39773,3.39773,3.39773
Tony Massil,1.5,1.5,1.5
Tony McNamara,3.53774,3.52536,3.53155
Tony Mitchell,3.0625,0,2.018125
Tony Osso,3,3,3.0
Tony Palmer,3.5,2.5,2.9791666666666665
Tony Prescott,0,0,0.0
Tony Richardson,3.74737,2.4,3.201493749999999
Tony Scott,3.81557,2.86235,3.3575764705882354
Tony Shalhoub,0,0,0.0
Tony T. Datis,2.42857,2.42857,2.42857
"Tony Vainuku, Erika Cohn",3.5,3.5,3.5
Tony Vidal,0,0,0.0
Tony Vitale,3.21458,0,0.803645
Tony Wash,4,0,2.0
Tony Wharmby,3.25,3.25,3.25
Tony Williams,2.86364,2.86364,2.86364
Tony Zarindast,1.4,1.4,1.4
Tony Zavaleta,2,2,2.0
Tony Zierra,3.52564,3.52564,3.52564
Tope Alake,0,0,0.0
Tope Oshin,4,3,3.5
Tor Ramsey,1.5,1.5,1.5
Torben Skjødt Jensen,3.25,3.25,3.25
Torbjörn Jansson,2.5,2.5,2.5
Torico,1.5,1.5,1.5
Torill Kove,3.52941,3.08333,3.275676666666667
Tornike Bziava,3,3,3.0
Torsten C. Fischer,3.75,3.75,3.75
Torsten Künstler,2.875,2.875,2.875
Toru Matsuura,2.5,2.5,2.5
Toru Suetsugu,3.83333,3.83333,3.83333
Toru Yamamoto,3,0,1.5
Torun Lian,4,3.2,3.6
Tosca Musk,4.83333,0,3.208648333333333
Toshikazu Matsubara,3,3,3.0
Toshio Lee,3.36765,2,2.6838249999999997
Toshio Matsumoto,4.16667,0,3.1460459999999997
"Toyoo Ashida, Carl Macek",3.41435,3.41435,3.41435
Tracey Hecht,2.625,0,1.3125
Tracy Boyd,0,0,0.0
Tracy Heather Strain,0,0,0.0
Tracy Keenan Wynn,4,4,4.0
Tran Anh Hung,2.5,2.5,2.5
Travis Bain,3,0,1.5
Travis Campbell,5,5,5.0
Travis Cluff,2.75,2.75,2.75
"Travis Cluff, Chris Lofing",2.43243,2.43243,2.43243
Travis Collins,4,4,4.0
Travis Gutiérrez Senger,0,0,0.0
Travis Holt Hamilton,0,0,0.0
Travis Knight,3.85007,3.24888,3.549475
Travis Long,4.25,4.25,4.25
Travis Mathews,2.5,2.5,2.5
Travis Milloy,3.31148,3.31148,3.31148
Travis Mills,5,0,1.7
Travis Oates,2.0431,2.0431,2.0431
Travis Palmer,0,0,0.0
Travis Pastrana,4.5,4.5,4.5
Travis Romero,0,0,0.0
Travis Shakespeare,3.5,3.5,3.5
Travis Stevens,3.5,2.67949,3.0897449999999997
Travis Zariwny,2.33333,2,2.175865
Trent Carlson,4,4,4.0
Trent Haaga,2.9,2.69231,2.7961549999999997
Trevor Garlick,3,3,3.0
Trevor Jimenez,3.38462,3.38462,3.38462
Trevor Juras,3,3,3.0
Trevor Ryan,2.33333,2.33333,2.33333
Trevor Smith,0,0,0.0
Trevor Stevens,2,2,2.0
Trevor White,3.35714,2.93333,3.145235
Trey Batchelor,0,0,0.0
Trey Parker,3.80572,2.775,3.282097142857143
Tricia Regan,2.84615,2.84615,2.84615
Trinh Dinh Le Minh,0,0,0.0
Tripp Reed,4,0,2.21875
Tripp Weathers,1.5,1.5,1.5
Trish Dalton,2.7,0.5,1.6
Trish Doolan,2.54348,2.54348,2.54348
Trish Sie,3.28755,2.7381,3.0128250000000003
"Tristan Aurouet, Gilles Lellouche",3.25,3.25,3.25
Tristan Clay,2,2,2.0
Tristan Dubois,3.5,0,1.7142857142857142
Tristan Ferland Milewski,2.46667,2.46667,2.46667
Tristan Loraine,3.5,0,1.75
Tristan Patterson,3.375,2.5,2.9375
Tristan Seguela,4,4,4.0
Tristan Séguéla,5,3.4,4.2
Tristan Versluis,0,0,0.0
Tristram Powell,3.35714,0,1.67857
Trond Espen Seim,3.5,3.5,3.5
Troy Cook,2,2,2.0
"Trygve Allister Diesen, Lucky McKee",3.49745,3.49745,3.49745
Tsai Yueh-Hsun,3.44118,3,3.22059
Tsekeri Eleni,2.08333,2.08333,2.08333
Tso-chi Chang,3.5,3.125,3.3125
Tsugunobu Kotani,2.5,2.5,2.5
Tsui Hark,4,0,2.6325664705882352
Tsurisaki Kiyotaka,5,5,5.0
Tuck Tucker,2.50386,2.50386,2.50386
